item_id,item,engine_home,state,status,basis,rule_types,source_types,values_found,rule_ids,citations,official_links,snippet
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,MI,rule_without_value,ceiling,Calculation/Requirement,,,MI-0033 MI-0049,Mich. Comp. Laws § 15.234(1) | Mich. Comp. Laws § 15.234(4),https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-15-234,"A permitted fee is limited to actual mailing costs and the actual incremental cost of duplication or publication, including labor and the cost of search, examination, review, and separation/deletion of exempt material, a"
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,MN,silent,,,,,,,,
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,MO,rule_without_value,soft-standard,Requirement,,,MO-0021,"§ 610.026.1(1), RSMo",https://revisor.mo.gov/main/OneSection.aspx?section=610.026,Documents must be copied/duplicated using the personnel of the body that results in the lowest amount of charges for the request.
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,NC,actual_cost_or_reasonable,ceiling,Requirement,Statute,,NC-0019,N.C. Gen. Stat. § 132-6.2(b),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_132/GS_132-6.2.html,An agency may not charge a fee for an uncertified copy of a public record that exceeds the actual cost to the agency of making the copy.
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,NE,rule_without_value,ceiling,Calculation,Statute,,NE-0019,Neb. Rev. Stat. § 84-712(1),https://nebraskalegislature.gov/laws/statutes.php?statute=84-712,"A custodian may charge a fee for providing copies, but the fee shall not exceed the actual added cost of making the copies available."
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,NJ,silent,,,,,,,,
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,NV,actual_cost_or_reasonable,,Definition,,,NV-0021,Nev. Rev. Stat. § 239.005(1),https://www.leg.state.nv.us/nrs/nrs-239.html,"'Actual cost' means direct cost of providing the copy (ink, toner, paper, media, postage) and excludes any cost the entity incurs regardless of whether a copy is requested."
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,NY,actual_cost_or_reasonable,ceiling,Calculation,Statute,,NY-0025 NY-0030,N.Y. Pub. Off. Law § 87(1)(b)(iii)(1) | N.Y. Pub. Off. Law § 87(1)(c)(iii),https://www.nysenate.gov/legislation/laws/PBO/87,"For records other than 9x14 paper photocopies, the fee shall not exceed the actual cost of reproduction determined under § 87(1)(c)."
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,OH,silent,,,,,,,,
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,OK,actual_cost_or_reasonable,ceiling,Calculation/Permission/Requirement,,,OK-0016 OK-0021 OK-0024,"Okla. Stat. tit. 51, § 24A.5(4)",https://www.oscn.net/applications/oscn/deliverdocument.asp?citeid=80292,"A public body may charge a fee only to recover the reasonable, direct costs of record copying or mechanical reproduction."
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,OR,actual_cost_or_reasonable,soft-standard,Permission,,,OR-0020,Or. Rev. Stat. § 192.324(4)(a),https://www.oregonlegislature.gov/bills_laws/ors/ors192.html,"A public body may establish fees reasonably calculated to reimburse it for its actual cost of making public records available, including costs for summarizing, compiling or tailoring the records in organization or media "
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,PA,rule_without_value,ceiling,Calculation,Statute,,PA-0039,65 P.S. § 67.1307(b),https://www.legis.state.pa.us/WU01/LI/LI/US/HTM/2008/0/0003..HTM,Duplication fees for Commonwealth and local agencies (absent an agency-specific fee schedule) are established by the Office of Open Records and must be reasonable and based on prevailing fees for comparable duplication s
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,SC,rule_without_value,soft-standard,Requirement,,,SC-0014 SC-0010 SC-0017,S.C. Code Ann. § 30-4-30(B),https://www.scstatehouse.gov/code/t30c004.php,Records must be furnished at the lowest possible cost to the person requesting them.
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,TN,value_present,soft-standard,Calculation/Permission/Requirement,Official Guidance/Statute,$0.15 | $0.50 | 15 cents | 50 cents,TN-0019 TN-0031 TN-0050,OORC Schedule of Reasonable Charges § II.C | OORC Schedule of Reasonable Charges § III.A | Tenn. Code Ann. § 10-7-503(a)(7)(B),https://www.comptroller.tn.gov/content/dam/cot/orc/documents/oorc/policies-and-guidelines/ScheduleofReasonableCharges.pdf https://www.mtas.tennessee.edu/reference/tennessee-public-records-statutes,"When assessing fees for copies, records custodians shall utilize the most economical and efficient method of producing the requested records."
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,TX,value_present+delegation,ceiling,Calculation,Statute,25%,TX-0027,"Tex. Gov't Code § 552.262(a), (c)",https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm#552.262,Charges for copies/inspection may not exceed the amounts established by attorney general rule; a non-state governmental body setting its own charges may not exceed the AG-established amounts by more than 25% absent an ex
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,UT,defers_to_city,ceiling,Calculation/Permission/Requirement,Statute,,UT-0028 UT-0029 UT-0030,Utah Code § 63G-2-203(1) | Utah Code § 63G-2-203(2)(a) | Utah Code § 63G-2-203(3)(c),https://le.utah.gov/xcode/Title63G/Chapter2/63G-2-S203.html,An entity may charge a reasonable fee to cover its actual cost of providing a record; the fee must be approved by the entity's executive officer.
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,VA,actual_cost_or_reasonable,ceiling,Permission/Requirement,,,VA-0021 VA-0022 VA-0024,Va. Code § 2.2-3704(F),https://law.lis.virginia.gov/vacode/title2.2/chapter37/section2.2-3704/,"A public body may make reasonable charges not to exceed its actual cost incurred in accessing, duplicating, supplying, or searching for the requested records."
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,WA,defers_to_city,ceiling,Calculation/Permission/Prohibition,,,WA-0020 WA-0027 WA-0028 WA-0025,RCW 42.56.070(7)(b) | RCW 42.56.070(7); RCW 42.56.120(2)(a) | RCW 42.56.120(1) | RCW 42.56.120(2)(d),https://app.leg.wa.gov/RCW/default.aspx?cite=42.56.070 https://app.leg.wa.gov/RCW/default.aspx?cite=42.56.120,"A reasonable charge may be imposed for copies and for use of agency copying equipment, not exceeding the amount necessary to reimburse the agency for its actual costs directly incident to copying."
rules.maxFee,Request-level ceiling (actual cost cap / statutory max),fee_profiles:requestRules.maxFee,WI,value_present,ceiling,Permission,Statute,$50,WI-0037 WI-0040,Wis. Stat. § 19.35(3)(c) | Wis. Stat. § 19.35(3)(g),https://docs.legis.wisconsin.gov/statutes/statutes/19/ii/35,"An authority may impose a fee for locating a record, not exceeding the actual, necessary and direct cost of location, but only if that cost is $50 or more."
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),AL,silent,,,,,,,,
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),AZ,rule_without_value,,Prohibition/Requirement,,,AZ-0020 AZ-0021,Ariz. Rev. Stat. § 39-122 | Ariz. Rev. Stat. § 39-127(A)-(C),https://www.azleg.gov/ars/39/00122.htm https://www.azleg.gov/ars/39/00127.htm,"State, county, and municipal officers shall furnish, without charge, searches for and certified copies of public records needed in support of a claim or benefit application against the United States."
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),CA,rule_without_value,,Prohibition,,,CA-0024,"National Lawyers Guild, S.F. Bay Area Chapter v. City of Hayward (2020) 9 Cal.5th 488 (Appellate/Supreme Court Decision)",https://www.courts.ca.gov/opinions/documents/S252445.PDF,"For ordinary production of electronic records, an agency may not charge for the ancillary staff time of searching for and redacting/reviewing records; such time is chargeable only within the narrow data-extraction cost-s"
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),CO,rule_without_value,fixed,Prohibition,Statute,,CO-0021,C.R.S. § 24-72-205(1)(b),https://leg.colorado.gov/colorado-revised-statutes,No transmission fee may be charged to the requester for transmitting public records via electronic mail.
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),CT,defers_to_city,,Requirement,,,CT-0024,Conn. Gen. Stat. § 1-212(d),https://www.cga.ct.gov/current/pub/chap_014.htm,A public agency shall waive any copy fee when any enumerated ground applies: requester is indigent; records are exempt under 1-210(b); compliance benefits the general welfare in the agency's judgment; requester is an ele
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),FL,silent,,,,,,,,
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),GA,silent,,,,,,,,
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),ID,rule_without_value,fixed,Calculation/Discretion,,,ID-0023 ID-0018,Idaho Code § 74-102 | Idaho Code § 74-102(10)(a),https://legislature.idaho.gov/statutesrules/idstat/Title74/T74CH1/SECT74-102/,"The agency shall not charge a resident any cost or fee for copies or labor when the examination is likely to contribute significantly to public understanding, is not primarily in the individual interest of the requester,"
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),IL,rule_without_value,,Discretion/Prohibition,,,IL-0033 IL-0032,5 ILCS 140/6(a) | 5 ILCS 140/6(c),https://www.ilga.gov/documents/legislation/ilcs/documents/000501400K6.htm,"Documents must be furnished without charge or at reduced charge, as determined by the public body, if the requester states a specific purpose and the waiver is in the public interest (principally to disseminate informati"
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),IN,silent,,,,,,,,
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),KS,silent,,,,,,,,
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),LA,rule_without_value,soft-standard,Permission/Prohibition,Statute,,LA-0025 LA-0014,La. R.S. 44:32(C)(1)(a) | La. R.S. 44:32(C)(3),https://www.legis.la.gov/Legis/Law.aspx?d=99691,Copies of records may be furnished without charge or at a reduced charge to indigent citizens of the state.
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),MA,actual_cost_or_reasonable,,Discretion/Prohibition,Statute,,MA-0038 MA-0036,"M.G.L. c. 66, § 10(d)(ii)(C), (iii)(C) | M.G.L. c. 66, § 10(d)(v)",https://malegislature.gov/Laws/GeneralLaws/PartI/TitleX/Chapter66/Section10,The RAO may waive or reduce a fee upon a showing that disclosure is in the public interest (likely to contribute significantly to public understanding of government and not primarily in the requestor's commercial interes
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),MI,value_present,fixed,Discretion/Exception/Prohibition/Requirement,,$20 | $20.00,MI-0043 MI-0044 MI-0052 MI-0032 MI-0046 MI-0050,"Mich. Comp. Laws § 15.234(1)(b) | Mich. Comp. Laws § 15.234(10) | Mich. Comp. Laws § 15.234(2) | Mich. Comp. Laws § 15.234(2)(a),(b)",https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-15-234,A record search and copies must be furnished without charge for the first $20 of the fee for each request by a qualifying indigent individual (with affidavit) or by a state-designated developmental-disabilities/mental-il
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),MN,silent,,,,,,,,
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),MO,rule_without_value,,Discretion,,,MO-0024,"§ 610.026.1(1), RSMo",https://revisor.mo.gov/main/OneSection.aspx?section=610.026,A public body may waive or reduce the fees when it determines that waiver or reduction of the fee is in the public interest.
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),NC,silent,,,,,,,,
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),NE,rule_without_value,,Discretion,Statute,,NE-0022,Neb. Rev. Stat. § 84-712(1),https://nebraskalegislature.gov/laws/statutes.php?statute=84-712,The custodian may waive or reduce any fee if the waiver or reduction would be in the public interest.
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),NJ,silent,,,,,,,,
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),NV,delegated_to_regulation_or_schedule,,Exception/Permission/Prohibition,,,NV-0023 NV-0027 NV-0022,Nev. Rev. Stat. § 239.020 | Nev. Rev. Stat. § 239.052(1) | Nev. Rev. Stat. § 239.052(2),https://www.leg.state.nv.us/nrs/nrs-239.html,A governmental entity may waive all or part of a copy fee if it adopts a written waiver policy and posts a legible sign or notice of the policy's terms at each office providing copies.
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),NY,actual_cost_or_reasonable,fixed,Exception/Prohibition,Statute,,NY-0026 NY-0029,N.Y. Pub. Off. Law § 87(1)(b)(iii)(2) | N.Y. Pub. Off. Law § 87(1)(c)(iv),https://www.nysenate.gov/legislation/laws/PBO/87,"Where an identical record was prepared for a prior request within the past six months and an electronic copy is available, the agency shall charge no fee except the actual cost of a storage device/media if provided."
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),OH,silent,,,,,,,,
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),OK,rule_without_value,,Prohibition,,,OK-0022 OK-0023,"Okla. Stat. tit. 51, § 24A.5(4)",https://www.oscn.net/applications/oscn/deliverdocument.asp?citeid=80292,"No search fee may be charged when release of the records is in the public interest, including release to news media, scholars, authors, and taxpayers seeking to determine whether officials are performing their duties."
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),OR,rule_without_value,,Discretion,,,OR-0023,Or. Rev. Stat. § 192.324(5),https://www.oregonlegislature.gov/bills_laws/ors/ors192.html,The custodian may furnish copies without charge or at a substantially reduced fee if it determines the waiver or reduction is in the public interest because making the record available primarily benefits the general publ
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),PA,rule_without_value,fixed,Permission/Prohibition,Statute,,PA-0043 PA-0042,65 P.S. § 67.1307(f) | 65 P.S. § 67.1307(g),https://www.legis.state.pa.us/WU01/LI/LI/US/HTM/2008/0/0003..HTM,"An agency may waive duplication fees, including when the requester duplicates the record or when the agency deems it in the public interest to do so."
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),SC,rule_without_value,fixed,Discretion/Exception/Prohibition,,,SC-0013 SC-0015 SC-0016 SC-0011,S.C. Code Ann. § 30-4-30(B),https://www.scstatehouse.gov/code/t30c004.php,Fees may not be charged for examination and review to determine if documents are subject to disclosure.
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),TN,rule_without_value,,Discretion,Official Guidance,,TN-0036,OORC Schedule of Reasonable Charges § I.D,https://www.comptroller.tn.gov/content/dam/cot/orc/documents/oorc/policies-and-guidelines/ScheduleofReasonableCharges.pdf,"A records custodian may reduce or waive charges, in whole or in part, in accordance with the governmental entity's public records policy."
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),TX,rule_without_value,,Permission/Requirement,Statute,,TX-0032 TX-0033,Tex. Gov't Code § 552.267(a) | Tex. Gov't Code § 552.267(b),https://statutes.capitol.texas.gov/Docs/GV/htm/GV.552.htm#552.267,The body must provide a copy without charge or at a reduced charge if it determines waiver/reduction is in the public interest because providing the copy primarily benefits the general public.
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),UT,rule_without_value,fixed,Discretion/Prohibition,Statute,,UT-0032 UT-0034,Utah Code § 63G-2-203(4) | Utah Code § 63G-2-203(5)(b)(i),https://le.utah.gov/xcode/Title63G/Chapter2/63G-2-S203.html,"An entity may (and is encouraged to) fulfill a request without charge if release primarily benefits the public, the requester is the subject of/specified in the record, or the requester's legal rights are directly implic"
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),VA,actual_cost_or_reasonable,,Exception/Prohibition,,,VA-0033 VA-0023,Va. Code § 2.2-3704(F),https://law.lis.virginia.gov/vacode/title2.2/chapter37/section2.2-3704/,The reasonable-charge fee provisions do not apply to scholastic records that must be made available under FERPA when requested by a parent or legal guardian of a minor student or by a student who is 18 or older.
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),WA,rule_without_value,fixed,Prohibition,,,WA-0026,RCW 42.56.120(2)(e),https://app.leg.wa.gov/RCW/default.aspx?cite=42.56.120,An agency may not impose copying charges for access to or downloading of records it routinely posts on its public internet website.
rules.deMinimis,De-minimis: no charge below ($),fee_profiles:requestRules.deMinimis (+ de-minimis knob),WI,rule_without_value,fixed,Discretion/Prohibition,Appellate Decision/Statute,,WI-0039 WI-0033,"Milwaukee Journal Sentinel v. City of Milwaukee, 2012 WI 65, 341 Wis. 2d 607 | Wis. Stat. § 19.35(3)(e)",https://docs.legis.wisconsin.gov/statutes/statutes/19/ii/35,An authority may provide copies without charge or at a reduced charge where it determines that waiver or reduction of the fee is in the public interest.
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,AL,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,AZ,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,CA,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,CO,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,CT,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,FL,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,GA,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,ID,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,IL,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,IN,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,KS,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,LA,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,MA,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,MI,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,MN,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,MO,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,NC,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,NE,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,NJ,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,NV,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,NY,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,OH,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,OK,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,OR,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,PA,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,SC,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,TN,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,TX,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,UT,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,VA,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,WA,silent,,,,,,,,
rules.minFee,Minimum fee,fee_profiles:requestRules.minFee,WI,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",AL,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",AZ,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",CA,actual_cost_or_reasonable,ceiling,Exception/Permission,,,CA-0022 CA-0023,Cal. Gov. Code § 7922.575(a) (Statute) | Cal. Gov. Code § 7922.575(b) (Statute),https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?sectionNum=7922.575&lawCode=GOV,The cost of duplicating an electronic record is limited to the direct cost of producing a copy of the record in an electronic format.
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",CO,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",CT,actual_cost_or_reasonable,ceiling,Calculation,,,CT-0018,Conn. Gen. Stat. § 1-212(b),https://www.cga.ct.gov/current/pub/chap_014.htm,"The fee for a copy of computer-stored public records shall not exceed the agency's cost, and (for non-preexisting printouts) may include only enumerated components: employee hourly salary for producing/formatting/program"
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",FL,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",GA,actual_cost_or_reasonable,fixed,Requirement,,,GA-0019,O.C.G.A. § 50-18-71(c)(2),https://georgialibraries.org/librarylaws/Georgia%20Open%20Records%20Act%20(O.C.G.A.%20%C2%A7%C2%A7%2050-18-70%20through%2050-18-74).pdf,"For electronic records, the agency may charge the actual cost of the media on which the records or data are produced."
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",ID,actual_cost_or_reasonable,ceiling,Calculation,,,ID-0021,Idaho Code § 74-102(10)(d)(i),https://legislature.idaho.gov/statutesrules/idstat/Title74/T74CH1/SECT74-102/,"For computer records, the agency may charge a fee that does not exceed the sum of the direct cost of copying, the standard cost of publication, and the cost of conversion."
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",IL,actual_cost_or_reasonable,ceiling,Calculation,,,IL-0031,5 ILCS 140/6(a),https://www.ilga.gov/documents/legislation/ilcs/documents/000501400K6.htm,"For records provided in electronic format, a public body may charge the requester only the actual cost of purchasing the recording medium."
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",IN,actual_cost_or_reasonable,ceiling,Calculation/Permission,,,IN-0012 IN-0017,Ind. Code § 5-14-3-6(c) | Ind. Code § 5-14-3-8(g),https://iga.in.gov/laws/2025/ic/titles/5#5-14-3-6 https://iga.in.gov/laws/2025/ic/titles/5#5-14-3-8,An agency may charge the requester the agency's direct cost of reprogramming a computer system where reprogramming is required to separate disclosable from nondisclosable information stored electronically.
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",KS,rule_without_value,ceiling,Calculation,Statute,,KS-0036,K.S.A. 45-219(c)(2),https://ksrevisor.gov/statutes/chapters/ch45/045_002_0019.html,"Fees for providing access to records maintained on computer facilities shall include only the cost of any computer services, including staff time required."
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",LA,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",MA,actual_cost_or_reasonable,ceiling,Permission,Statute,,MA-0031,"M.G.L. c. 66, § 10(d)(i)",https://malegislature.gov/Laws/GeneralLaws/PartI/TitleX/Chapter66/Section10,The actual cost of any storage device or material provided in response to a request may be included as part of the fee.
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",MI,rule_without_value,ceiling,Calculation,,,MI-0037,Mich. Comp. Laws § 15.234(1)(c),https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-15-234,"For records provided on nonpaper physical media, the charge is limited to the actual and most reasonably economical cost of that media."
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",MN,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",MO,rule_without_value,ceiling,Calculation,,,MO-0023,"§ 610.026.1(2), RSMo",https://revisor.mo.gov/main/OneSection.aspx?section=610.026,"Fees for records maintained on computer facilities, tapes, disks, videotapes or films shall include only the cost of copies, staff time (not exceeding the average hourly rate of pay for staff needed for copies and progra"
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",NC,rule_without_value,fixed,Permission,Statute,,NC-0017,N.C. Gen. Stat. § 132-6.2(a),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_132/GS_132-6.2.html,"An agency may assess different fees for different media, as prescribed by law."
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",NE,actual_cost_or_reasonable,soft-standard,Permission,Statute,,NE-0023,Neb. Rev. Stat. § 84-712.01(2),https://nebraskalegislature.gov/laws/statutes.php?statute=84-712.01,"When a county custodian provides a copy by transmitting it modem-to-modem, a reasonable fee may be charged for the specialized service, which may include a reasonable amortization of added computer equipment/software cos"
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",NJ,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",NV,actual_cost_or_reasonable,soft-standard,Permission,,,NV-0026,Nev. Rev. Stat. § 239.054(1),https://www.leg.state.nv.us/nrs/nrs-239.html,"A fee for information from a geographic information system may include, in addition to actual medium cost, the reasonable costs of data gathering/entry, database maintenance, hardware, software, quality control, and cons"
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",NY,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",OH,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",OK,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",OR,silent,,,,,,,,
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",PA,rule_without_value,ceiling,Calculation,Statute,,PA-0044,65 P.S. § 67.1307(d),https://www.legis.state.pa.us/WU01/LI/LI/US/HTM/2008/0/0003..HTM,"If a record is maintained only electronically or in nonpaper media, duplication fees are limited to the lesser of the paper-duplication fee or the original-media fee under § 1307(b), unless the requester specifically req"
media,Electronic media (CD/DVD/USB) charge,"fee_profiles:media.{cd,dvd,usb}",SC,rule_without_value,soft-standard,Permission,,,SC-0012,S.C. Code Ann. § 30-4-30(B),https://www.scstatehouse.gov/code/t30c004.php,"If records are not in electronic format and the public body agrees to produce them electronically, it may charge for the staff time required to transfer the documents to electronic format."
